EKİN TÜRÜ,TOPRAK TİPİ,BÖLGE,SICAKLIK,HAVA DURUMU,SU İHTİYACI
POTATO,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,10.5
POTATO,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,1.5
POTATO,Nemli,Akdeniz Bölgesi,10-20,Normal,5.62
POTATO,Nemli,Akdeniz Bölgesi,10-20,Güneşli,7.12
POTATO,Nemli,Akdeniz Bölgesi,10-20,Ruzgarlı,6.62
POTATO,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu,0.3
POTATO,Nemli,Akdeniz Bölgesi,20-30,Normal,6.62
POTATO,Nemli,Akdeniz Bölgesi,20-30,Güneşli,8.12
POTATO,Nemli,Akdeniz Bölgesi,20-30,Ruzgarlı,7.62
POTATO,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu,0.5
POTATO,Nemli,Akdeniz Bölgesi,30-40,Normal,7.7
POTATO,Nemli,Akdeniz Bölgesi,30-40,Güneşli,9.2
POTATO,Nemli,Akdeniz Bölgesi,30-40,Ruzgarlı,8.7
POTATO,Nemli,Akdeniz Bölgesi,30-40,Yağmurlu,0.8
POTATO,Nemli,Akdeniz Bölgesi,40-50,Normal,8.6
POTATO,Nemli,Akdeniz Bölgesi,40-50,Güneşli,10.1
POTATO,Nemli,Akdeniz Bölgesi,40-50,Ruzgarlı,9.6
POTATO,Nemli,Akdeniz Bölgesi,40-50,Yağmurlu,2.1
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal,4.6
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,6.1
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,5.6
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal,5.5
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,7.0
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,6.5
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Normal,6.5
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,8.0
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,7.5
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Normal,7.5
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,9.0
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,8.5
POTATO,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Normal,3.65
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,5.15
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,4.65
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Normal,4.65
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,6.15
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,5.65
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.2
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Normal,5.0
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,6.5
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,6.0
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.3
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Normal,5.15
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,6.95
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,6.15
POTATO,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.3
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Normal,5.15
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,6.95
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,6.15
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.3
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Normal,6.15
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,7.65
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,7.15
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.5
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Normal,7.15
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,8.65
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,8.15
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.8
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Normal,8.15
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,9.65
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,9.15
POTATO,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.15
POTATO,Islak,Akdeniz Bölgesi,10-20,Normal,4.37
POTATO,Islak,Akdeniz Bölgesi,10-20,Güneşli,5.87
POTATO,Islak,Akdeniz Bölgesi,10-20,Ruzgarlı,5.37
POTATO,Islak,Akdeniz Bölgesi,10-20,Yağmurlu,0.2
POTATO,Islak,Akdeniz Bölgesi,20-30,Normal,5.3
POTATO,Islak,Akdeniz Bölgesi,20-30,Güneşli,6.8
POTATO,Islak,Akdeniz Bölgesi,20-30,Ruzgarlı,6.3
POTATO,Islak,Akdeniz Bölgesi,20-30,Yağmurlu,0.3
POTATO,Islak,Akdeniz Bölgesi,30-40,Normal,6.3
POTATO,Islak,Akdeniz Bölgesi,30-40,Güneşli,7.8
POTATO,Islak,Akdeniz Bölgesi,30-40,Ruzgarlı,7.3
POTATO,Islak,Akdeniz Bölgesi,30-40,Yağmurlu,0.5
POTATO,Islak,Akdeniz Bölgesi,40-50,Normal,7.2
POTATO,Islak,Akdeniz Bölgesi,40-50,Güneşli,8.7
POTATO,Islak,Akdeniz Bölgesi,40-50,Ruzgarlı,8.2
POTATO,Islak,Akdeniz Bölgesi,40-50,Yağmurlu,0.8
POTATO,Islak,Güneydoğu Anadolu Bölgesi,10-20,Normal,3.345
POTATO,Islak,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,4.845
POTATO,Islak,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,4.345
POTATO,Islak,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
POTATO,Islak,Güneydoğu Anadolu Bölgesi,20-30,Normal,4.4
POTATO,Islak,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,5.9
POTATO,Islak,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,5.4
POTATO,Islak,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.2
POTATO,Islak,Güneydoğu Anadolu Bölgesi,30-40,Normal,5.54
POTATO,Islak,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,7.04
POTATO,Islak,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,6.54
POTATO,Islak,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
POTATO,Islak,Güneydoğu Anadolu Bölgesi,40-50,Normal,6.52
POTATO,Islak,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,8.02
POTATO,Islak,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,7.52
POTATO,Islak,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.5
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Normal,2.06
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,3.56
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,3.06
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Normal,3.0
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,4.5
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,4.0
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Normal,4.1
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,5.6
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,5.1
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.2
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Normal,5.15
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,6.65
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,6.15
POTATO,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.3
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Normal,17.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,18.5
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,18.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,9.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal,18.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,19.5
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,19.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,10.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Normal,19.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,20.5
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,20.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,11.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Normal,20.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,21.5
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,21.0
Pirinc,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,12.0
Pirinc,Kuru,Akdeniz Bölgesi,10-20,Normal,15.5
Pirinc,Kuru,Akdeniz Bölgesi,10-20,Güneşli,17.0
Pirinc,Kuru,Akdeniz Bölgesi,10-20,Ruzgarlı,16.5
Pirinc,Kuru,Akdeniz Bölgesi,10-20,Yağmurlu,7.5
Pirinc,Kuru,Akdeniz Bölgesi,20-30,Normal,16.5
Pirinc,Kuru,Akdeniz Bölgesi,20-30,Güneşli,18.0
Pirinc,Kuru,Akdeniz Bölgesi,20-30,Ruzgarlı,17.5
Pirinc,Kuru,Akdeniz Bölgesi,20-30,Yağmurlu,8.5
Pirinc,Kuru,Akdeniz Bölgesi,30-40,Normal,17.5
Pirinc,Kuru,Akdeniz Bölgesi,30-40,Güneşli,19.0
Pirinc,Kuru,Akdeniz Bölgesi,30-40,Ruzgarlı,18.5
Pirinc,Kuru,Akdeniz Bölgesi,30-40,Yağmurlu,9.5
Pirinc,Kuru,Akdeniz Bölgesi,40-50,Normal,18.5
Pirinc,Kuru,Akdeniz Bölgesi,40-50,Güneşli,20.0
Pirinc,Kuru,Akdeniz Bölgesi,40-50,Ruzgarlı,19.5
Pirinc,Kuru,Akdeniz Bölgesi,40-50,Yağmurlu,10.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Normal,13.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,15.0
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,14.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,5.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Normal,14.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,16.0
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,15.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,6.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Normal,15.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,17.0
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,16.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,7.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Normal,16.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,18.0
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,17.5
Pirinc,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,8.5
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Normal,11.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,12.5
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,12.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,3.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Normal,12.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,13.5
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,13.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,4.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Normal,13.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,14.5
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,14.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,5.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Normal,14.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,15.5
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,15.0
Pirinc,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,6.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Normal,13.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,14.5
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,14.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,5.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Normal,14.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,15.5
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,15.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,6.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Normal,15.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,16.5
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,16.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,7.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Normal,16.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,17.5
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,17.0
Pirinc,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,8.0
Pirinc,Nemli,Akdeniz Bölgesi,10-20,Normal,11.5
Pirinc,Nemli,Akdeniz Bölgesi,10-20,Güneşli,13.0
Pirinc,Nemli,Akdeniz Bölgesi,10-20,Ruzgarlı,12.5
Pirinc,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu,3.5
Pirinc,Nemli,Akdeniz Bölgesi,20-30,Normal,12.5
Pirinc,Nemli,Akdeniz Bölgesi,20-30,Güneşli,14.0
Pirinc,Nemli,Akdeniz Bölgesi,20-30,Ruzgarlı,13.5
Pirinc,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu,4.5
Pirinc,Nemli,Akdeniz Bölgesi,30-40,Normal,13.5
Pirinc,Nemli,Akdeniz Bölgesi,30-40,Güneşli,15.0
Pirinc,Nemli,Akdeniz Bölgesi,30-40,Ruzgarlı,14.5
Pirinc,Nemli,Akdeniz Bölgesi,30-40,Yağmurlu,5.5
Pirinc,Nemli,Akdeniz Bölgesi,40-50,Normal,14.5
Pirinc,Nemli,Akdeniz Bölgesi,40-50,Güneşli,16.0
Pirinc,Nemli,Akdeniz Bölgesi,40-50,Ruzgarlı,15.5
Pirinc,Nemli,Akdeniz Bölgesi,40-50,Yağmurlu,6.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal,9.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,11.0
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,10.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,1.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal,10.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,12.0
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,11.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,2.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Normal,11.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,13.0
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,12.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,3.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Normal,12.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,14.0
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,13.5
Pirinc,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,4.5
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Normal,7.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,8.5
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,8.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.8
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Normal,8.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,9.5
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,9.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.8
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Normal,9.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,10.5
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,10.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,1.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Normal,10.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,11.5
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,11.0
Pirinc,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,2.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Normal,10.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,11.5
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,11.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,2.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Normal,11.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,12.5
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,12.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,3.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Normal,12.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,13.5
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,13.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,4.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Normal,13.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,14.5
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,14.0
Pirinc,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,5.0
Pirinc,Islak,Akdeniz Bölgesi,10-20,Normal,8.5
Pirinc,Islak,Akdeniz Bölgesi,10-20,Güneşli,10.0
Pirinc,Islak,Akdeniz Bölgesi,10-20,Ruzgarlı,9.5
Pirinc,Islak,Akdeniz Bölgesi,10-20,Yağmurlu,0.5
Pirinc,Islak,Akdeniz Bölgesi,20-30,Normal,9.5
Pirinc,Islak,Akdeniz Bölgesi,20-30,Güneşli,11.0
Pirinc,Islak,Akdeniz Bölgesi,20-30,Ruzgarlı,10.5
Pirinc,Islak,Akdeniz Bölgesi,20-30,Yağmurlu,1.5
Pirinc,Islak,Akdeniz Bölgesi,30-40,Normal,10.5
Pirinc,Islak,Akdeniz Bölgesi,30-40,Güneşli,12.0
Pirinc,Islak,Akdeniz Bölgesi,30-40,Ruzgarlı,11.5
Pirinc,Islak,Akdeniz Bölgesi,30-40,Yağmurlu,2.5
Pirinc,Islak,Akdeniz Bölgesi,40-50,Normal,11.5
Pirinc,Islak,Akdeniz Bölgesi,40-50,Güneşli,13.0
Pirinc,Islak,Akdeniz Bölgesi,40-50,Ruzgarlı,12.5
Pirinc,Islak,Akdeniz Bölgesi,40-50,Yağmurlu,3.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,10-20,Normal,6.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,8.0
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,7.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,20-30,Normal,7.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,9.0
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,8.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.8
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,30-40,Normal,8.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,10.0
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,9.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,40-50,Normal,9.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,11.0
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,10.5
Pirinc,Islak,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,1.5
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Normal,4.0
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,5.5
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,5.0
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.2
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Normal,5.0
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,6.5
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,6.0
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.3
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Normal,6.0
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,7.5
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,7.0
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.5
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Normal,7.0
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,8.5
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,8.0
Pirinc,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.8
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Normal,6.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,7.62
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,7.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.5
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal,7.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,8.62
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,8.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.8
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Normal,8.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,9.62
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,9.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Normal,9.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,10.62
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,10.12
Kavun,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,1.12
Kavun,Kuru,Akdeniz Bölgesi,10-20,Normal,5.58
Kavun,Kuru,Akdeniz Bölgesi,10-20,Güneşli,7.08
