Şehir,Ay,Toprak Türü,Bölge,Sıcaklık,Hava Durumu
Erzurum,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Erzurum,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Erzurum,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Erzurum,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Erzurum,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Erzurum,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Erzurum,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Erzurum,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Erzurum,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Erzurum,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Malatya,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Malatya,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Malatya,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Malatya,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Malatya,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Malatya,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Malatya,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Malatya,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Malatya,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Malatya,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Malatya,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Malatya,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Van,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Van,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Van,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Van,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Van,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Van,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Van,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Van,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Van,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Van,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Van,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Van,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Bingöl,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Bingöl,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Bingöl,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Bingöl,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Bingöl,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Bingöl,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Bingöl,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bingöl,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Elazığ,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Elazığ,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Elazığ,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Elazığ,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Elazığ,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Elazığ,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Elazığ,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Elazığ,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Elazığ,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Elazığ,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Elazığ,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Elazığ,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ağrı,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ağrı,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ağrı,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ağrı,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Ağrı,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Ağrı,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Ağrı,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Ağrı,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Ağrı,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Ağrı,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Ağrı,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ağrı,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Kars,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Kars,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Kars,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Kars,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Kars,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Kars,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Kars,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Kars,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Kars,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Kars,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Kars,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Kars,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bitlis,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bitlis,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bitlis,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bitlis,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Bitlis,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Bitlis,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Bitlis,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Bitlis,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Bitlis,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Bitlis,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Bitlis,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Bitlis,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Iğdır,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Iğdır,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Iğdır,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Iğdır,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Iğdır,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Iğdır,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Iğdır,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Iğdır,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Iğdır,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Iğdır,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Iğdır,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Iğdır,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Hakkari,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Hakkari,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Hakkari,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Hakkari,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Hakkari,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Hakkari,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Hakkari,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Hakkari,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Muş,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Muş,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Muş,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Muş,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Muş,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Muş,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Muş,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Muş,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Muş,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Muş,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Muş,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Muş,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Sivas,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Sivas,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Sivas,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Sivas,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Sivas,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Sivas,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Sivas,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Sivas,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Sivas,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Sivas,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Sivas,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Sivas,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Erzincan,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Erzincan,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Erzincan,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Erzincan,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Erzincan,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Erzincan,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Erzincan,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Erzincan,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Erzincan,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Erzincan,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Erzincan,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Erzincan,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Tunceli,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Tunceli,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Tunceli,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Tunceli,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Tunceli,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Tunceli,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Tunceli,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Tunceli,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Tunceli,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Tunceli,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Tunceli,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Tunceli,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ardahan,Ocak,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ardahan,Şubat,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ardahan,Mart,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ardahan,Nisan,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Ardahan,Mayıs,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Ardahan,Haziran,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli
Ardahan,Temmuz,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Ardahan,Ağustos,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli
Ardahan,Eylül,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal
Ardahan,Ekim,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu
Ardahan,Kasım,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Ardahan,Aralık,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu
Antalya,Ocak,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Antalya,Şubat,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Antalya,Mart,Nemli,Akdeniz Bölgesi,10-20,Normal
Antalya,Nisan,Nemli,Akdeniz Bölgesi,20-30,Normal
Antalya,Mayıs,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Antalya,Haziran,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Antalya,Temmuz,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Antalya,Ağustos,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Antalya,Eylül,Nemli,Akdeniz Bölgesi,20-30,Normal
Antalya,Ekim,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu
Antalya,Kasım,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Antalya,Aralık,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Mersin,Ocak,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Mersin,Şubat,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Mersin,Mart,Nemli,Akdeniz Bölgesi,10-20,Normal
Mersin,Nisan,Nemli,Akdeniz Bölgesi,20-30,Normal
Mersin,Mayıs,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Mersin,Haziran,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Mersin,Temmuz,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Mersin,Ağustos,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Mersin,Eylül,Nemli,Akdeniz Bölgesi,20-30,Normal
Mersin,Ekim,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu
Mersin,Kasım,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Mersin,Aralık,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Adana,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Adana,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Adana,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Adana,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Adana,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Adana,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Adana,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Adana,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Adana,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Adana,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Adana,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Adana,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Hatay,Ocak,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Hatay,Şubat,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Hatay,Mart,Nemli,Akdeniz Bölgesi,10-20,Normal
Hatay,Nisan,Nemli,Akdeniz Bölgesi,20-30,Normal
Hatay,Mayıs,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Hatay,Haziran,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Hatay,Temmuz,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Hatay,Ağustos,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Hatay,Eylül,Nemli,Akdeniz Bölgesi,20-30,Normal
Hatay,Ekim,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu
Hatay,Kasım,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Hatay,Aralık,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Kahramanmaraş,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Kahramanmaraş,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Kahramanmaraş,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Kahramanmaraş,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Kahramanmaraş,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Kahramanmaraş,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Kahramanmaraş,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Kahramanmaraş,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Kahramanmaraş,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Kahramanmaraş,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Kahramanmaraş,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Kahramanmaraş,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Osmaniye,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Osmaniye,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Osmaniye,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Osmaniye,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Osmaniye,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Osmaniye,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Osmaniye,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Osmaniye,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Osmaniye,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Osmaniye,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Osmaniye,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Osmaniye,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Isparta,Ocak,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Isparta,Şubat,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Isparta,Mart,Nemli,Akdeniz Bölgesi,10-20,Normal
Isparta,Nisan,Nemli,Akdeniz Bölgesi,20-30,Normal
Isparta,Mayıs,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Isparta,Haziran,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Isparta,Temmuz,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Isparta,Ağustos,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Isparta,Eylül,Nemli,Akdeniz Bölgesi,20-30,Normal
Isparta,Ekim,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu
Isparta,Kasım,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Isparta,Aralık,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Burdur,Ocak,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Burdur,Şubat,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Burdur,Mart,Nemli,Akdeniz Bölgesi,10-20,Normal
Burdur,Nisan,Nemli,Akdeniz Bölgesi,20-30,Normal
Burdur,Mayıs,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Burdur,Haziran,Nemli,Akdeniz Bölgesi,20-30,Güneşli
Burdur,Temmuz,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Burdur,Ağustos,Nemli,Akdeniz Bölgesi,30-40,Güneşli
Burdur,Eylül,Nemli,Akdeniz Bölgesi,20-30,Normal
Burdur,Ekim,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu
Burdur,Kasım,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Burdur,Aralık,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu
Şanlıurfa,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Şanlıurfa,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Şanlıurfa,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Şanlıurfa,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Şanlıurfa,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Şanlıurfa,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Şanlıurfa,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Şanlıurfa,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Şanlıurfa,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Gaziantep,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Gaziantep,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Gaziantep,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Gaziantep,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Gaziantep,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Gaziantep,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Gaziantep,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Gaziantep,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Gaziantep,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Gaziantep,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Gaziantep,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Gaziantep,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Ocak,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Şubat,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Mart,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal
Şanlıurfa,Nisan,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Şanlıurfa,Mayıs,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Şanlıurfa,Haziran,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli
Şanlıurfa,Temmuz,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Şanlıurfa,Ağustos,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli
Şanlıurfa,Eylül,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal
Şanlıurfa,Ekim,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu
Şanlıurfa,Kasım,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
Şanlıurfa,Aralık,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu
